species,latitude,longitude,timestamp
Ocelot,23.2666666,-106.3205555,2018-12-30 21:39:00-07:00
Ocelot,24.9961266,-107.5727603,2019-01-06 05:45:00-07:00
Jaguar,23.7678948836,-106.7303331841,2017-11-25 06:59:00-07:00
Jaguar,23.7924086966,-106.6482825092,2019-01-06 17:24:00-07:00
Ocelot,23.6538605,-106.676292,2019-01-10 00:17:00-07:00
Serval,-3.2284366667,35.52405,2019-07-26 20:47:00+03:00
African Leopard,-2.7798995519,34.7180613618,2019-07-28 02:42:00+03:00
Southern Lion,-1.568299681,34.9256755213,2019-07-29 17:58:00+03:00
Southern Cheetah,-1.5068365072,34.8131774476,2019-07-29 18:52:00+03:00
Domestic Cat,38.9130870626,-77.0139163268,2019-08-05 20:02:08-04:00
Mountain Lion,39.6404836423,-106.5697518064,2019-07-19 12:50:03-06:00
Domestic Cat,42.6864709879,-113.764904237,2019-08-05 20:40:38-06:00
Mountain Lion,21.4537530975,-100.2610342728,2019-07-10 01:47:00-05:00
Bobcat,21.4254072602,-100.2816354373,2019-06-26 12:30:00-05:00
Indian Leopard,21.3134832611,79.9474627316,2019-05-26 09:43:00+05:30
Southern Lion,-24.9254771296,31.5264380827,2019-08-02 13:56:00+02:00
African Leopard,-24.8029755528,31.4126606435,2019-08-02 14:12:00+02:00
Southern Lion,-25.1134819836,31.6287281682,2019-08-04 10:32:00+02:00
African Leopard,-25.1591765012,31.6227433061,2019-08-04 14:01:00+02:00
Southern Lion,-25.2978335435,31.6778467963,2018-02-05 10:16:28+02:00
Domestic Cat,38.880161158,-76.8366078668,2019-08-05 18:44:23-04:00
Domestic Cat,38.8780505603,-76.9513383434,2019-08-05 18:31:31-04:00
Domestic Cat,38.9216194744,-76.9584667372,2019-08-05 19:06:25-04:00
Domestic Cat,38.8450038371,-76.8416273631,2019-08-05 19:08:19-04:00
Domestic Cat,38.8179897029,-76.9355855281,2019-08-05 19:20:27-04:00
Domestic Cat,38.893560407,-76.8687270033,2019-08-05 19:44:28-04:00
Domestic Cat,38.9260631575,-76.9661616948,2019-08-05 19:07:37-04:00
Domestic Cat,38.8470623997,-76.8370721062,2019-08-05 19:07:06-04:00
Domestic Cat,38.8506508108,-76.901869068,2019-08-05 19:10:24-04:00
Domestic Cat,38.9792996844,-76.9566788069,2019-08-05 19:36:05-04:00
Domestic Cat,38.8090035247,-76.859065317,2019-08-05 19:08:48-04:00
Domestic Cat,38.8088498523,-76.9345621338,2019-08-05 19:07:49-04:00
Southern Lion,-2.1625146023,34.9195114364,2015-08-20 18:41:00+03:00
Mountain Lion,32.8799770669,-116.4357639698,2019-08-05 09:20:24-07:00
African Leopard,-2.5545557963,34.8615790214,2019-06-25 16:12:00+03:00
African Leopard,-2.4071833622,34.8214180105,2019-06-25 16:15:00+03:00
African Leopard,-2.4005060831,34.9797359353,2019-06-25 16:23:00+03:00
Southern Lion,-2.5013364142,34.8609383534,2019-06-25 16:42:00+03:00
Southern Lion,-2.432151737,34.8556168207,2019-06-25 17:26:00+03:00
Southern Lion,-2.5308662872,34.8769266069,2019-06-26 08:30:00+03:00
African Leopard,-2.4819602073,34.9918765269,2019-06-26 08:42:00+03:00
African Leopard,-2.5313986405,34.8999315626,2019-06-26 08:49:00+03:00
African Leopard,-2.4727381094,34.8936113463,2019-06-26 08:53:00+03:00
African Leopard,-2.56280704,34.8092779017,2019-06-26 08:54:00+03:00
African Leopard,-2.4651584201,34.9974251734,2019-06-26 08:54:00+03:00
Southern Lion,-3.9533035927,35.9154770528,2019-06-26 12:35:00+03:00
Southern Lion,-3.4575146941,35.8299855655,2019-06-28 10:50:00+03:00
Southern Lion,-3.4427715496,35.8033186013,2019-06-28 10:52:00+03:00
Southern Lion,-3.8804036082,35.9785427589,2019-06-29 08:52:00+03:00
Southern Cheetah,-2.0302310038,34.639815251,2019-07-13 03:07:00+03:00
Domestic Cat,30.3542109795,130.3956632861,2019-07-28 10:06:00+09:00
Mountain Lion,49.415766214,-114.2477668635,2019-07-09 08:00:35-06:00
Canada Lynx,52.6187438965,-121.591835022,2019-06-25 19:48:36-07:00
Domestic Cat,28.3737,-81.5156866667,2019-08-06 19:16:04-04:00
Southern Cheetah,-1.5530309801,35.1560945266,2017-10-24 10:32:00+03:00
Bobcat,37.3517010747,-84.2460679583,2019-07-10 16:30:17-04:00
Southern Lion,-19.5334151042,22.9112142153,2017-11-07 11:08:00+02:00
Domestic Cat,44.2210103944,-73.3133522608,2019-08-07 10:25:25-04:00
Domestic Cat,29.8585104523,-92.1401023865,2019-08-04 02:11:00-05:00
Bobcat,37.9691466667,-122.6040283333,2019-08-07 15:52:32-07:00
Bobcat,41.5970091422,-71.9165158908,2019-08-07 19:50:03-04:00
Bobcat,41.5156084723,-72.0330364004,2019-08-07 18:00:00-04:00
Western Bobcat,33.779480161,-117.780384949,2019-08-07 17:57:25-07:00
Bobcat,40.3457952326,-79.2884934523,2019-01-08 08:27:16-05:00
Bobcat,29.8534996132,-97.668143359,2019-07-27 22:35:00-05:00
Bobcat,33.0376840678,-117.2082544275,2019-06-07 20:11:28-07:00
Mountain Lion,18.2228686726,-89.7693861219,2019-07-27 05:52:00-05:00
Northern Lion,3.6202111611,29.3855266184,2019-08-07 19:49:01+02:00
Ocelot,9.8628274559,-85.2696376585,2019-07-17 15:46:00-06:00
Domestic Cat,38.9829414435,-76.8071360893,2019-08-07 18:49:01-04:00
Domestic Cat,38.9624081856,-76.8916126496,2019-08-07 19:01:28-04:00
Domestic Cat,38.9247317905,-76.99299528,2019-08-07 18:48:21-04:00
Bobcat,42.2536559928,-71.6393546235,2018-09-03 08:53:04-04:00
Domestic Cat,38.904936597,-76.9846264386,2019-07-09 08:46:00-04:00
Domestic Cat,38.9817125765,-76.8630952862,2019-07-09 08:46:00-04:00
Bobcat,41.2376025471,-72.7905869906,2019-08-05 09:34:48-04:00
Mountain Lion,9.8682721327,-85.2644101372,2018-02-15 13:01:00-06:00
Mountain Lion,33.1023894461,-116.6960574419,2016-09-20 02:59:50-07:00
Bobcat,32.9696140351,-117.0861112478,2019-08-08 14:40:41-07:00
Southern African Wildcat,-24.5123947902,15.9167616753,2019-07-21 08:45:00+02:00
Domestic Cat,-37.054258706,174.8762235065,2019-08-08 14:33:00+12:00
Domestic Cat,37.69433849,127.01693078,2019-08-09 17:46:01+09:00
African Leopard,-23.7250314531,23.3327614299,2010-06-11 02:41:52+02:00
Domestic Cat,38.8346245618,-77.0911135794,2019-08-08 19:00:08-04:00
Domestic Cat,38.979919613,-77.0581224055,2019-08-08 18:52:24-04:00
Domestic Cat,38.8835662922,-77.1476971761,2019-08-08 18:59:35-04:00
Jaguar,16.4581109898,-88.5283212221,2014-07-04 02:06:00-06:00
Domestic Cat,19.4702866667,-155.9208216667,2019-08-08 14:28:02-10:00
Bobcat,41.9189117804,-72.9059986637,2019-08-09 13:30:00-04:00
Southern Lion,-24.3319714517,31.9511619745,2019-08-06 06:29:24+02:00
Bobcat,28.4616268074,-98.7199082289,2019-08-08 06:03:16-05:00
Bobcat,37.0695771498,-121.3190181022,2019-08-04 10:23:00-07:00
Domestic Cat,27.8029908034,-97.7928214617,2019-08-09 13:36:08-05:00
Bengal Tiger,22.2993978212,80.6674435504,2019-06-05 11:43:26+05:30
Bobcat,41.3398605031,-122.0722079172,2018-09-12 19:44:00-07:00
Mountain Lion,31.6668317732,-110.7875267408,2019-08-08 21:13:13-07:00
Bobcat,37.3787641523,-122.1002457001,2019-08-09 08:25:00-07:00
Bobcat,37.3093794117,-122.1812879769,2019-08-09 08:01:00-07:00
Bobcat,34.0047702064,-118.9388207964,2019-08-09 21:17:21-07:00
Bobcat,32.3551938076,-111.0301348513,2019-08-10 07:03:09-07:00
Bobcat,38.1210417045,-122.9418081797,2015-04-29 13:41:00-07:00
Domestic Cat,25.4557283333,-80.5020133333,2019-08-10 16:55:01-04:00
Domestic Cat,34.0401287196,-117.9029227408,2019-07-16 11:00:14-07:00
Bobcat,39.5630630195,-82.1779838175,2019-08-10 14:52:57-04:00
Domestic Cat,-40.9830555556,172.3472222222,2018-09-29 08:22:00+12:00
Canada Lynx,63.7302681242,-148.8882983528,2011-08-15 19:15:00-08:00
Western Bobcat,37.2932489799,-122.1016113659,2019-08-10 17:26:44-07:00
Domestic Cat,40.6548898036,-73.9906231865,2019-08-10 09:34:00-04:00
Bobcat,32.2222200745,-110.9773666039,2019-06-11 06:47:57-07:00
Bornean and Sumatran Leopard Cat,-1.5097745138,103.5167473541,2014-04-25 13:09:00+07:00
Southern Lion,-34.0622997306,22.1137584664,2019-08-11 11:03:29+02:00
Bobcat,32.8321416667,-116.8563833333,2019-08-10 08:48:58-07:00
Bengal Tiger,26.0232299908,76.4861202064,2018-05-19 13:06:49+05:30
Jaguarundi,16.6021246621,-94.9497183412,2019-04-10 09:59:09-05:00
Mountain Lion,37.4310586752,-122.387007859,2019-08-07 22:20:25-07:00
Mountain Lion,23.3754597168,-104.9597046152,2018-10-11 19:50:26-05:00
Domestic Cat,29.0525166623,-107.8641820677,2019-08-08 15:35:00-06:00
Jaguar,-0.9268773233,-75.3944123388,2019-08-09 08:56:55-05:00
Domestic Cat,18.7728717564,-95.7504128531,2018-05-09 11:51:19-05:00
Bobcat,38.9277954102,-104.8578109741,2019-01-25 17:13:10-07:00
Mountain Lion,35.1362918845,-111.6116191819,2019-07-17 09:56:38-07:00
Indochinese Leopard Cat,27.3787033333,89.2900916667,2019-07-16 10:01:24+06:00
Southern Lion,-25.1211723047,31.8318633637,2019-08-10 12:26:00+02:00
Central American Tigrina,8.946156844,-82.7946350012,2019-08-02 19:41:00-06:00
African Leopard,-24.8532019556,31.6399325394,2018-06-19 15:52:00+02:00
Bobcat,31.7982657241,-110.7828102622,2019-08-10 10:52:06-07:00
Jaguar,-17.2076946616,-56.7610052461,2019-07-26 11:24:00-04:00
Jaguar,-17.3400831478,-56.6286356829,2019-07-26 11:46:00-04:00
Jaguar,-17.2783826417,-56.6599879308,2019-07-26 12:23:00-04:00
Southern Cheetah,-1.6936367049,35.2403023768,2019-08-12 17:52:40+03:00
Domestic Cat,20.9897383333,-86.8274383333,2019-08-09 20:58:15-05:00
Southern Lion,-2.4744763349,34.8592967144,2019-08-11 11:24:15+03:00
Bobcat,37.7355383333,-119.6094666667,2019-02-19 05:27:28-08:00
Bobcat,39.8152490767,-113.4301069293,2019-08-12 18:16:56-06:00
Bobcat,44.0356843535,-73.1889784775,2019-08-11 17:36:00-04:00
Bobcat,30.5535134518,-103.8663470242,2007-06-22 20:05:00-05:00
Domestic Cat,30.3239683665,-97.7171045501,2019-08-13 03:28:51-05:00
Bobcat,38.0277489181,-122.5770245993,2019-08-13 06:16:00-07:00
Domestic Cat,46.4533761013,11.10863814,2019-08-13 16:36:00+02:00
Bobcat,36.0211971667,-82.5161583333,2019-08-09 06:31:28-04:00
Domestic Cat,40.633731842,-74.0234375,2019-08-10 20:25:21-04:00
Bobcat,33.8114683153,-98.5644887837,2009-05-02 12:52:00-05:00
Domestic Cat,42.1283888287,2.6469844139,2019-07-28 03:23:00+02:00
Domestic Cat,38.8834798677,-76.8541118169,2019-06-14 20:08:00-04:00
Domestic Cat,38.8358976563,-76.8773016919,2019-06-14 20:28:00-04:00
Domestic Cat,38.8512490064,-76.973796268,2019-06-15 08:14:00-04:00
Mountain Lion,33.2928575817,-116.6443424183,2019-08-12 10:59:00-07:00
Serval,-2.6920313845,37.2758160795,2019-02-18 11:53:00+03:00
Bobcat,30.0172545887,-97.8833536662,2019-01-21 09:59:17-06:00
African Leopard,-25.2681148599,31.8462426509,2019-07-04 07:49:13+02:00
Bobcat,35.6875387083,-83.5000006481,2019-08-13 20:52:23-04:00
Mountain Lion,9.5828865693,-83.7699315443,2017-07-20 10:26:52-06:00
Canada Lynx,49.0612138333,-114.2846966667,2019-08-04 11:44:53-06:00
Domestic Cat,42.7861242302,-86.0678209946,2019-07-28 15:32:00-04:00
Bobcat,34.0895916667,-118.2426833333,2019-08-13 19:15:36-07:00
Southern Lion,-2.5493993985,34.92936899,2019-08-11 11:28:58+03:00
Jaguar,-17.2258636854,-56.7310703003,2019-07-26 16:09:00-04:00
Jaguar,-17.372590987,-56.75528983,2019-07-26 16:08:00-04:00
African Leopard,-34.0978698698,18.8167415725,2019-08-14 15:16:30+02:00
Southern Cheetah,-25.3500088561,28.2526946093,2019-03-21 06:30:00+02:00
African Leopard,-34.037043165,18.9607222102,2019-08-14 16:27:58+02:00
Bobcat,38.3130785848,-123.0140718756,2019-08-14 09:45:00-07:00
Domestic Cat,33.7483283333,-118.3074366667,2019-08-14 08:38:00-07:00
Domestic Cat,33.5480456038,-97.0587642629,2019-07-23 23:51:25-05:00
Bobcat,32.542901695,-117.1075137283,2019-08-14 08:07:00-07:00
Bobcat,32.5404236783,-117.1062336783,2019-08-14 08:18:00-07:00
Bobcat,32.546828,-117.105803,2019-08-14 09:53:00-07:00
Domestic Cat,42.7473891236,-77.7826016396,2019-08-14 18:17:04-04:00
African Leopard,-1.4526772753,35.1164869401,2018-11-17 14:36:11+03:00
Southern Lion,-24.8249110837,31.6741473792,2018-11-15 10:28:00+02:00
Bobcat,37.3310238784,-122.0222629955,2019-08-13 08:22:00-07:00
Domestic Cat,42.308022799,-122.8349192162,2019-08-14 19:11:38-07:00
Mountain Lion,33.3908901635,-117.1518647568,2019-08-14 08:50:17-07:00
Serval,-2.7071220875,34.9090576172,2008-09-30 17:34:27+03:00
Bobcat,24.1604361667,-101.498345,2019-08-14 20:16:21-05:00
Lion,-0.1551552628,30.1090909081,2004-09-11 08:30:00+03:00
Southern Serval,-19.1558869969,23.7759033965,2019-03-25 18:05:00+02:00
Ocelot,18.3453796025,-88.1522169213,2019-07-26 11:56:57-06:00
African Leopard,-18.7973318648,24.4844552858,2019-07-28 16:33:00+02:00
Southern Lion,-24.5829450529,31.0516936528,2018-02-26 06:42:00+02:00
Bobcat,43.1762291108,-71.3195132787,2019-02-14 16:32:00-05:00
Domestic Cat,38.9886459546,-76.9481454187,2019-08-15 09:25:36-04:00
Domestic Cat,38.9330391885,-76.9835918353,2019-08-15 09:25:32-04:00
Domestic Cat,38.9857825591,-76.9538917172,2019-08-15 09:33:31-04:00
Domestic Cat,38.8359377528,-76.9280691543,2019-08-15 10:43:22-04:00
Bobcat,27.8146802579,-98.4917296085,2019-08-15 19:48:34-05:00
Bobcat,31.6057824061,-97.1747204471,2019-08-15 11:16:18-05:00
Jaguarundi,16.8131166667,-90.88231,2019-08-15 09:36:26-05:00
Domestic Cat,10.3004502174,-61.3067188064,2017-07-24 16:12:00-04:00
Southern Lion,0.3695980753,36.7167248618,2019-08-13 10:07:00+03:00
Southern Cheetah,0.2156204627,36.7959856469,2019-08-13 10:07:00+03:00
Cape Caracal,-28.8957588605,27.6452685244,2019-08-09 08:34:00+02:00
African Leopard,-24.5429022244,31.3544710563,2018-04-07 17:35:41+02:00
Sri Lankan Leopard,6.3255469761,81.5946871467,2019-05-11 09:05:14+05:30
Southern Lion,-26.2164150584,31.8201170627,2018-04-12 05:30:45+02:00
Domestic Cat,38.925895,-76.980745,2019-08-15 10:36:14-04:00
Indochinese Leopard Cat,22.3994745003,105.6426259288,2013-07-17 00:30:00+07:00
Southern Cheetah,-24.5219365214,31.7760671186,2018-04-10 06:36:14+02:00
African Leopard,-25.203263608,22.0518501587,2019-03-29 06:39:00+02:00
Bobcat,41.6873754486,-72.4074859585,2019-08-15 19:45:00-04:00
Bobcat,41.7022062034,-72.5355475585,2019-08-15 19:45:00-04:00
Southern Lion,-19.1241774136,16.4869525447,2019-08-08 08:45:16+02:00
African Leopard,-19.0525571077,16.5269093146,2019-08-08 23:14:43+02:00
Serval,-18.91040802,34.3706092834,2019-08-08 18:16:36+02:00
Southern Cheetah,-27.891818144,32.2147080832,2019-08-12 14:12:58+02:00
African Leopard,-27.9288796047,32.254042688,2019-08-13 09:36:36+02:00
African Leopard,-22.6864459938,28.3921048716,2018-11-18 09:00:00+02:00
Cheetah,-1.3482812761,35.4730600358,2019-08-17 06:58:44+03:00
Ocelot,10.4529116667,-85.1258555,2019-08-12 06:05:09-06:00
Southern Cheetah,-25.4764673004,20.7150265819,2019-03-31 07:54:00+02:00
Domestic Cat,35.6634966667,139.9103866667,2019-08-17 18:06:36+09:00
Southern Lion,-3.0198912784,35.5754503338,2014-09-03 09:47:00+03:00
African Leopard,-3.3824853335,35.4847914359,2014-09-03 11:47:00+03:00
Domestic Cat,44.37817323,-72.7210848046,2019-08-16 12:41:55-04:00
Bobcat,34.6394098314,-92.839839062,2019-08-15 15:22:00-05:00
Southern Lion,-18.7266048388,26.0516863137,2019-07-22 07:43:00+02:00
Bobcat,30.7243994988,-97.6420144914,2019-08-15 06:29:00-05:00
Bobcat,38.4274617035,-122.9045358718,2019-08-17 05:00:22-07:00
Domestic Cat,33.4691186529,-81.9419985452,2019-03-21 19:36:57-04:00
Domestic Cat,39.0932695,-74.71878,2019-08-17 17:38:33-04:00
Western Bobcat,33.0799545118,-117.2462909827,2019-08-12 06:03:27-07:00
Domestic Cat,37.3391509766,-122.0088371364,2019-08-16 22:31:41-07:00
Canada Lynx,48.6842042166,-71.9994272314,2019-08-11 20:16:00-04:00
Bobcat,45.5153916667,-122.7016666667,2019-08-17 18:53:29-07:00
Bobcat,30.8881938259,-108.5060143144,2006-05-16 13:20:00-06:00
Bobcat,37.1599723411,-122.3530596766,2019-08-17 08:29:00-07:00
Domestic Cat,35.1543,-103.72297,2019-08-17 23:12:59-06:00
African Leopard,-24.3568427034,31.0292276073,2018-04-07 17:06:34+02:00
Domestic Cat,33.3863341642,-112.146579867,2019-08-17 22:36:14-07:00
Domestic Cat,40.769875,-73.90798833,2017-08-19 17:40:14-04:00
Southern Lion,-3.796236348,37.9740092442,2007-06-03 02:44:45+03:00
Bobcat,37.7291893641,-119.6111914319,2012-03-20 21:41:00-07:00
Bobcat,42.2818424,-71.1819841,2019-08-18 09:44:00-04:00
Domestic Cat,-25.0029408428,46.3002050085,2019-08-06 19:14:36+03:00
Ocelot,8.65543,-83.64733,2019-05-21 08:53:00-06:00
Bobcat,31.9140478614,-109.1367717275,2019-08-18 09:09:00-07:00
Domestic Cat,38.9259116667,-76.9807583333,2019-08-15 10:36:30-04:00
Domestic Cat,38.926005,-76.980745,2019-08-15 10:41:56-04:00
Mountain Lion,40.5889150881,-111.0673993329,2019-07-06 14:12:21-06:00
Canada Lynx,49.4914169312,-87.4554901123,2019-07-24 09:36:47-04:00
Southern Lion,-24.1958368435,31.48618031,2019-08-13 15:58:49+02:00
African Leopard,-24.1851921098,31.7891599302,2019-08-13 13:01:01+02:00
Bobcat,38.0562815764,-122.8918906403,2019-08-18 10:58:19-07:00
Bobcat,33.199233,-116.568699,2019-08-18 12:54:00-07:00
Domestic Cat,29.6424102783,79.8272476196,2019-07-07 13:01:04+05:30
African Leopard,-24.8249480632,31.6405171644,2019-03-03 16:07:00+02:00
Jaguar,-17.3150719667,-56.7549010997,2019-07-26 16:05:00-04:00
Jaguar,-17.2331322999,-56.7020901737,2019-07-26 16:05:00-04:00
Jaguar,-17.2996241405,-56.7752432059,2019-07-26 16:05:00-04:00
Jaguar,-17.2951425667,-56.6656621698,2019-07-25 14:54:00-04:00
Jaguar,-17.2902983659,-56.7435680033,2019-07-25 14:46:00-04:00
Domestic Cat,38.9263031949,-76.8780211751,2019-08-16 22:25:47-04:00
Bobcat,34.1348285107,-118.6485238369,2019-08-18 18:01:00-07:00
African Leopard,-2.4914739735,34.90566036,2019-08-10 17:21:42+03:00
Southern Cheetah,-2.4070644344,34.9250399127,2019-08-10 12:55:31+03:00
Domestic Cat,38.9267017304,-77.1288094048,2019-08-16 10:36:01-04:00
Domestic Cat,38.857485726,-77.0738171527,2019-08-16 10:29:13-04:00
Bobcat,37.5394308491,-121.9533805237,2019-02-25 16:04:00-08:00
Bobcat,30.8236807958,-110.8126474545,2019-08-19 14:46:33-07:00
Bobcat,30.8236804186,-110.8127079719,2019-08-19 14:49:57-07:00
Bobcat,36.9394333333,-118.236075,2019-08-13 12:15:03-07:00
Domestic Cat,38.8549182907,-76.9521327413,2019-08-19 19:24:50-04:00
Bobcat,38.0276692518,-122.5768245298,2019-08-19 05:14:00-07:00
Domestic Cat,26.6291783333,-81.5872116667,2019-08-19 22:03:33-04:00
Bobcat,35.45570641,-118.5781347675,2019-08-07 23:42:00-07:00
Southern Lion,-18.9907275285,27.294484082,2019-08-14 17:22:25+02:00
African Leopard,-2.4717881317,34.9072809459,2017-10-24 15:58:02+03:00
Southern Lion,-20.5669346319,25.1054896658,2018-01-25 17:16:00+02:00
Mountain Lion,44.9935616667,-110.5641716667,2017-03-13 11:44:58-06:00
Mountain Lion,44.9370466667,-110.4330883333,2017-03-21 09:32:06-06:00
Mountain Lion,44.98038,-110.5338666667,2017-06-19 10:01:21-06:00
Bengal Tiger,26.0870834039,76.4520241098,2016-01-05 08:16:00+05:30
Mountain Lion,44.9191702865,-110.6927925278,2018-12-23 11:08:48-07:00
Mountain Lion,45.0327138333,-110.7966383333,2018-01-23 14:33:01-07:00
Mountain Lion,45.0342028333,-110.7040866667,2018-01-29 10:22:32-07:00
Bobcat,32.7888461048,-97.0996191529,2019-08-17 09:35:00-05:00
Canada Lynx,63.7158904356,-149.2515114967,2018-05-18 09:19:15-08:00
Domestic Cat,11.4697217941,-85.8166656494,2019-08-20 12:24:25-06:00
Southern Lion,-32.2403720969,22.5248723708,2018-07-09 10:55:08+02:00
Domestic Cat,-37.9938847711,176.37000544,2019-08-17 21:30:19+12:00
Mountain Lion,51.4928343218,-120.6619466096,2019-07-11 05:08:07-07:00
Jaguar,-17.2822029027,-56.7871311073,2019-08-03 10:33:00-04:00
Jaguar,-17.3782672649,-56.6437652777,2019-08-03 11:39:00-04:00
Bobcat,27.8596126361,-80.4487004996,2016-03-01 12:11:00-05:00
Bobcat,33.9629583333,-117.4981616667,2019-08-20 07:13:10-07:00
Bobcat,32.31773,-110.81157,2019-08-03 19:00:00-07:00
Bobcat,21.1499713231,-102.9461485125,2019-07-15 12:01:00-05:00
Bobcat,44.5853071918,-69.3108703746,2019-08-19 19:34:26-04:00
Domestic Cat,33.9946329929,-118.0157496177,2019-07-31 19:44:49-07:00
Domestic Cat,-41.2685006763,174.7399627999,2019-08-21 13:07:00+12:00
Jaguar,-17.2373879247,-56.7532454508,2019-08-03 15:26:00-04:00
Bobcat,48.2697641973,-120.4247418151,2014-01-18 03:15:48-08:00
Domestic Cat,45.11805587,-117.67902694,2019-08-21 08:39:42-07:00
Domestic Cat,-46.5153159065,168.2281149056,2019-08-18 11:36:00+12:00
Jaguar,-17.3852220486,-56.7179007126,2019-08-04 07:15:00-04:00
Jaguar,-17.2355989754,-56.7755573222,2019-08-04 10:20:00-04:00
Jaguar,-17.260466551,-56.6580553386,2019-08-04 11:34:00-04:00
Southern Lion,-27.1284433343,32.4173652739,2019-08-09 16:02:00+02:00
Southern Lion,-26.9834089351,32.4271732755,2019-08-09 16:32:00+02:00
Southern Lion,-27.0934842374,32.4772317318,2019-08-09 17:34:00+02:00
Bobcat,37.0478999372,-121.4257379086,2019-07-13 08:57:00-07:00
Bobcat,37.0478731297,-121.4257768007,2019-06-18 16:46:00-07:00
Mountain Lion,37.0467496367,-121.4253649742,2019-07-16 23:31:00-07:00
Domestic Cat,-36.2441673279,149.0586090088,2019-08-22 07:27:32+10:00
Mountain Lion,37.0541021006,-122.1827591639,2019-05-29 18:03:00-07:00
Mountain Lion,36.9636888889,-121.9897611111,2017-04-27 09:45:00-07:00
Bobcat,39.8388741771,-113.3986129427,2019-08-21 17:04:57-06:00
African Leopard,-24.1929474598,31.648795875,2014-06-26 02:37:50+02:00
Domestic Cat,38.8695369982,-76.8823503341,2019-06-27 15:44:00-04:00
Domestic Cat,38.8952846913,-76.8204565431,2019-06-27 15:51:00-04:00
Domestic Cat,38.979787183,-76.8262646289,2019-06-27 16:06:00-04:00
Domestic Cat,38.8921282437,-76.8683648757,2019-06-27 16:13:00-04:00
Domestic Cat,38.8119658831,-76.9419394524,2019-06-27 17:30:00-04:00
Domestic Cat,38.9745778282,-76.9269322782,2019-06-27 18:26:00-04:00
Domestic Cat,38.9603190579,-76.9810858275,2019-06-27 20:51:00-04:00
Domestic Cat,38.88845957,-76.9900614086,2019-06-27 22:52:00-04:00
Domestic Cat,38.9430167489,-76.8752632518,2019-06-28 01:14:00-04:00
Domestic Cat,38.8485862189,-76.9302976521,2019-06-28 01:36:00-04:00
Domestic Cat,38.9903293713,-76.965234307,2019-06-28 03:30:00-04:00
Domestic Cat,38.90963608,-76.9170140539,2019-06-28 04:19:00-04:00
Domestic Cat,38.8159910587,-76.8553001315,2019-06-28 05:07:00-04:00
Domestic Cat,38.8006094122,-76.9242857047,2019-06-28 07:03:00-04:00
Domestic Cat,38.9900928309,-76.8540683249,2019-06-28 13:53:00-04:00
Domestic Cat,38.9392650033,-76.9304713128,2019-06-28 14:11:00-04:00
Domestic Cat,38.8809143718,-76.9277511553,2019-06-28 14:27:00-04:00
Domestic Cat,38.8168398404,-76.8418678373,2019-06-28 14:51:00-04:00
Domestic Cat,38.8287840226,-76.9694325654,2019-06-28 15:03:00-04:00
Domestic Cat,38.9709435453,-76.8632574561,2019-06-28 15:04:00-04:00
Domestic Cat,38.8013767064,-76.8489111436,2019-06-28 15:40:00-04:00
Domestic Cat,38.8368294273,-76.980026388,2019-06-28 15:42:00-04:00
Domestic Cat,38.9011646094,-76.8386039183,2019-06-25 11:24:59-04:00
Domestic Cat,38.8080388494,-76.823182418,2019-06-23 10:57:02-04:00
Domestic Cat,38.9025833333,-76.9877916667,2019-06-06 10:51:43-04:00
Domestic Cat,38.8981372832,-76.9702702302,2019-05-14 19:21:50-04:00
Domestic Cat,38.8858687342,-76.8566256784,2019-05-14 19:20:38-04:00
Domestic Cat,38.9218,-76.978395,2019-05-14 19:00:18-04:00
Domestic Cat,38.9221116667,-76.9782416667,2019-05-14 18:57:54-04:00
Domestic Cat,38.9088139557,-76.9908324663,2019-05-14 18:57:38-04:00
Domestic Cat,38.9415335182,-76.8607846926,2019-05-12 16:09:49-04:00
Domestic Cat,38.8488030265,-76.9701531291,2019-05-07 11:58:31-04:00
Domestic Cat,38.8703107916,-76.9266151702,2019-08-22 06:25:39-04:00
Mountain Lion,32.7169988,-116.8761347,2019-08-20 03:19:00-07:00
Bobcat,40.4752342298,-121.0231411223,2018-08-21 10:05:00-07:00
Bobcat,33.1575686764,-96.8157660217,2019-08-22 09:46:58-05:00
Mountain Lion,36.5981230472,-104.828631261,2019-06-16 16:50:00-06:00
Jaguar,-17.2339607607,-56.6435444603,2019-07-26 10:44:00-04:00
Jaguar,-17.223561752,-56.6655447214,2019-07-24 17:20:00-04:00
Bobcat,35.1345682922,-118.460121519,2019-08-21 20:53:00-07:00
Southern Cheetah,-32.0577682084,25.4408735677,2019-07-28 14:56:00+02:00
Bobcat,29.1797539232,-102.9607838446,2019-07-15 18:52:00-05:00
Ocelot,18.404095,-101.078594,2016-05-07 17:22:00-05:00
Domestic Cat,32.7085833333,-97.1500945,2019-08-22 19:25:12-05:00
Domestic Cat,26.24049882,-98.32622163,2019-08-22 14:37:53-05:00
Bobcat,37.5575456857,-122.4952506514,2019-08-21 18:19:41-07:00
Bobcat,40.8585066887,-123.914409592,2018-02-04 11:12:59-08:00
Jaguar,-17.3535120787,-56.7650145151,2019-07-26 11:35:00-04:00
Bobcat,37.1655078114,-121.4384268632,2018-11-28 11:34:25-08:00
Southern Lion,-19.6912322882,22.4490626794,2019-08-15 16:15:00+02:00
Bobcat,35.7646658,-106.3228338,2011-01-08 16:22:00-07:00
Domestic Cat,40.7921902419,-73.9251033619,2019-08-23 15:54:50-04:00
